position,champion,teamname,gamelength,result,kills,deaths,assists,opponent_team
team,,Ramboot Club,1697,1,17,4,54,ZETA
team,,ZETA,1697,0,4,17,11,Ramboot Club
top,Gragas,LUA Gaming,1541,1,3,2,4,Guasones
jng,Skarner,LUA Gaming,1541,1,2,0,4,Guasones
mid,Yone,LUA Gaming,1541,1,2,1,2,Guasones
bot,Ezreal,LUA Gaming,1541,1,3,1,3,Guasones
sup,Poppy,LUA Gaming,1541,1,1,2,4,Guasones
top,Ambessa,Guasones,1541,0,2,3,2,LUA Gaming
jng,Vi,Guasones,1541,0,0,2,3,LUA Gaming
mid,Ahri,Guasones,1541,0,1,1,3,LUA Gaming
bot,Varus,Guasones,1541,0,3,2,1,LUA Gaming
sup,Rakan,Guasones,1541,0,0,3,4,LUA Gaming
team,,LUA Gaming,1541,1,11,6,17,Guasones
team,,Guasones,1541,0,6,11,13,LUA Gaming
top,Ambessa,GIANTX Pride,1691,0,2,6,1,Veni Vidi Vici
jng,Skarner,GIANTX Pride,1691,0,1,4,4,Veni Vidi Vici
mid,Orianna,GIANTX Pride,1691,0,2,4,3,Veni Vidi Vici
bot,Corki,GIANTX Pride,1691,0,1,5,5,Veni Vidi Vici
sup,Nautilus,GIANTX Pride,1691,0,2,4,2,Veni Vidi Vici
top,Ornn,Veni Vidi Vici,1691,1,3,2,13,GIANTX Pride
jng,Lee Sin,Veni Vidi Vici,1691,1,7,2,7,GIANTX Pride
mid,Syndra,Veni Vidi Vici,1691,1,6,2,9,GIANTX Pride
bot,Varus,Veni Vidi Vici,1691,1,5,2,10,GIANTX Pride
sup,Taric,Veni Vidi Vici,1691,1,2,0,17,GIANTX Pride
team,,GIANTX Pride,1691,0,8,23,15,Veni Vidi Vici
team,,Veni Vidi Vici,1691,1,23,8,56,GIANTX Pride
top,Gnar,Movistar KOI Fénix,2236,0,1,0,0,UCAM Esports
jng,Ivern,Movistar KOI Fénix,2236,0,0,3,2,UCAM Esports
mid,Corki,Movistar KOI Fénix,2236,0,2,1,0,UCAM Esports
bot,Ziggs,Movistar KOI Fénix,2236,0,0,2,1,UCAM Esports
sup,Nautilus,Movistar KOI Fénix,2236,0,0,4,1,UCAM Esports
top,Jayce,UCAM Esports,2236,1,2,1,4,Movistar KOI Fénix
jng,Skarner,UCAM Esports,2236,1,1,0,6,Movistar KOI Fénix
mid,Syndra,UCAM Esports,2236,1,4,1,0,Movistar KOI Fénix
bot,Varus,UCAM Esports,2236,1,2,0,4,Movistar KOI Fénix
sup,Rell,UCAM Esports,2236,1,1,1,8,Movistar KOI Fénix
team,,Movistar KOI Fénix,2236,0,3,10,4,UCAM Esports
team,,UCAM Esports,2236,1,10,3,22,Movistar KOI Fénix
top,Ambessa,Los Heretics,1827,1,5,0,8,Barça eSports
jng,Nocturne,Los Heretics,1827,1,4,0,9,Barça eSports
mid,Viktor,Los Heretics,1827,1,4,0,9,Barça eSports
bot,Ezreal,Los Heretics,1827,1,6,2,8,Barça eSports
sup,Rakan,Los Heretics,1827,1,0,0,16,Barça eSports
top,K'Sante,Barça eSports,1827,0,0,4,0,Los Heretics
jng,Wukong,Barça eSports,1827,0,1,4,1,Los Heretics
mid,Azir,Barça eSports,1827,0,1,4,0,Los Heretics
bot,Varus,Barça eSports,1827,0,0,3,1,Los Heretics
sup,Leona,Barça eSports,1827,0,0,4,1,Los Heretics
team,,Los Heretics,1827,1,19,2,50,Barça eSports
team,,Barça eSports,1827,0,2,19,3,Los Heretics
top,K'Sante,OKSavingsBank BRION,1742,1,5,0,6,DRX
jng,Skarner,OKSavingsBank BRION,1742,1,2,1,14,DRX
mid,Yone,OKSavingsBank BRION,1742,1,4,0,7,DRX
bot,Miss Fortune,OKSavingsBank BRION,1742,1,7,0,8,DRX
sup,Rell,OKSavingsBank BRION,1742,1,0,1,15,DRX
top,Jayce,DRX,1742,0,0,3,1,OKSavingsBank BRION
jng,Sejuani,DRX,1742,0,0,5,2,OKSavingsBank BRION
mid,Viktor,DRX,1742,0,0,4,1,OKSavingsBank BRION
bot,Corki,DRX,1742,0,2,3,0,OKSavingsBank BRION
sup,Leona,DRX,1742,0,0,3,2,OKSavingsBank BRION
team,,OKSavingsBank BRION,1742,1,18,2,50,DRX
team,,DRX,1742,0,2,18,6,OKSavingsBank BRION
top,Galio,DRX,1655,1,1,1,9,OKSavingsBank BRION
jng,Wukong,DRX,1655,1,2,1,5,OKSavingsBank BRION
mid,Aurora,DRX,1655,1,3,0,7,OKSavingsBank BRION
bot,Kai'Sa,DRX,1655,1,7,1,5,OKSavingsBank BRION
sup,Poppy,DRX,1655,1,0,2,11,OKSavingsBank BRION
top,Rumble,OKSavingsBank BRION,1655,0,1,2,3,DRX
jng,Viego,OKSavingsBank BRION,1655,0,1,3,2,DRX
mid,Taliyah,OKSavingsBank BRION,1655,0,0,2,3,DRX
bot,Xayah,OKSavingsBank BRION,1655,0,3,2,2,DRX
sup,Rakan,OKSavingsBank BRION,1655,0,0,4,5,DRX
team,,DRX,1655,1,13,5,37,OKSavingsBank BRION
team,,OKSavingsBank BRION,1655,0,5,13,15,DRX
top,K'Sante,Ultra Prime,2240,0,5,4,7,Weibo Gaming
jng,Wukong,Ultra Prime,2240,0,4,2,7,Weibo Gaming
mid,Akali,Ultra Prime,2240,0,6,4,4,Weibo Gaming
bot,Ashe,Ultra Prime,2240,0,2,6,9,Weibo Gaming
sup,Braum,Ultra Prime,2240,0,0,4,12,Weibo Gaming
top,Ambessa,Weibo Gaming,2240,1,7,2,5,Ultra Prime
jng,Vi,Weibo Gaming,2240,1,4,6,13,Ultra Prime
mid,Aurora,Weibo Gaming,2240,1,4,2,12,Ultra Prime
bot,Varus,Weibo Gaming,2240,1,3,3,8,Ultra Prime
sup,Rell,Weibo Gaming,2240,1,2,4,13,Ultra Prime
team,,Ultra Prime,2240,0,17,20,39,Weibo Gaming
team,,Weibo Gaming,2240,1,20,17,51,Ultra Prime
top,Renekton,OKSavingsBank BRION,2480,0,4,4,7,DRX
jng,Brand,OKSavingsBank BRION,2480,0,3,6,11,DRX
mid,Yasuo,OKSavingsBank BRION,2480,0,5,4,5,DRX
bot,Varus,OKSavingsBank BRION,2480,0,5,4,8,DRX
sup,Nautilus,OKSavingsBank BRION,2480,0,0,4,15,DRX
top,Gragas,DRX,2480,1,3,3,11,OKSavingsBank BRION
jng,Xin Zhao,DRX,2480,1,6,6,4,OKSavingsBank BRION
mid,Ambessa,DRX,2480,1,7,0,10,OKSavingsBank BRION
bot,Kalista,DRX,2480,1,6,4,9,OKSavingsBank BRION
sup,Renata Glasc,DRX,2480,1,0,4,16,OKSavingsBank BRION
team,,OKSavingsBank BRION,2480,0,17,22,46,DRX
team,,DRX,2480,1,22,17,50,OKSavingsBank BRION
top,Galio,Ultra Prime,1847,1,3,0,14,Weibo Gaming
jng,Viego,Ultra Prime,1847,1,6,2,11,Weibo Gaming
mid,Sylas,Ultra Prime,1847,1,4,2,12,Weibo Gaming
bot,Kalista,Ultra Prime,1847,1,8,2,8,Weibo Gaming
sup,Neeko,Ultra Prime,1847,1,2,2,16,Weibo Gaming
top,Rumble,Weibo Gaming,1847,0,0,4,3,Ultra Prime
jng,Lee Sin,Weibo Gaming,1847,0,2,5,3,Ultra Prime
mid,Viktor,Weibo Gaming,1847,0,1,4,3,Ultra Prime
bot,Miss Fortune,Weibo Gaming,1847,0,3,5,1,Ultra Prime
sup,Nautilus,Weibo Gaming,1847,0,1,5,2,Ultra Prime
team,,Ultra Prime,1847,1,23,8,61,Weibo Gaming
team,,Weibo Gaming,1847,0,7,23,12,Ultra Prime
top,Jax,Weibo Gaming,1287,1,3,1,2,Ultra Prime
jng,Pantheon,Weibo Gaming,1287,1,8,2,10,Ultra Prime
mid,Ahri,Weibo Gaming,1287,1,5,0,13,Ultra Prime
bot,Corki,Weibo Gaming,1287,1,3,0,8,Ultra Prime
sup,Rakan,Weibo Gaming,1287,1,0,2,12,Ultra Prime
top,Gragas,Ultra Prime,1287,0,1,2,1,Weibo Gaming
jng,Xin Zhao,Ultra Prime,1287,0,1,5,3,Weibo Gaming
mid,Taliyah,Ultra Prime,1287,0,1,6,2,Weibo Gaming
bot,Ezreal,Ultra Prime,1287,0,1,2,1,Weibo Gaming
sup,Leona,Ultra Prime,1287,0,0,4,2,Weibo Gaming
team,,Weibo Gaming,1287,1,19,5,45,Ultra Prime
team,,Ultra Prime,1287,0,4,19,9,Weibo Gaming
top,Ambessa,DN Freecs,2774,1,6,2,6,Nongshim RedForce
jng,Wukong,DN Freecs,2774,1,1,2,14,Nongshim RedForce
mid,Akali,DN Freecs,2774,1,5,2,4,Nongshim RedForce
bot,Kalista,DN Freecs,2774,1,5,2,5,Nongshim RedForce
sup,Renata Glasc,DN Freecs,2774,1,1,2,14,Nongshim RedForce
top,Jayce,Nongshim RedForce,2774,0,2,5,5,DN Freecs
jng,Sejuani,Nongshim RedForce,2774,0,2,2,5,DN Freecs
mid,Yone,Nongshim RedForce,2774,0,1,3,7,DN Freecs
bot,Ziggs,Nongshim RedForce,2774,0,4,5,5,DN Freecs
sup,Alistar,Nongshim RedForce,2774,0,1,3,5,DN Freecs
team,,DN Freecs,2774,1,18,10,43,Nongshim RedForce
team,,Nongshim RedForce,2774,0,10,18,27,DN Freecs
top,Udyr,Ultra Prime,1814,0,4,6,1,Weibo Gaming
jng,Kindred,Ultra Prime,1814,0,0,5,2,Weibo Gaming
mid,Orianna,Ultra Prime,1814,0,1,3,3,Weibo Gaming
bot,Xayah,Ultra Prime,1814,0,1,1,4,Weibo Gaming
sup,Bard,Ultra Prime,1814,0,1,5,5,Weibo Gaming
top,Gnar,Weibo Gaming,1814,1,1,3,11,Ultra Prime
jng,Nocturne,Weibo Gaming,1814,1,4,2,8,Ultra Prime
mid,Syndra,Weibo Gaming,1814,1,4,2,8,Ultra Prime
bot,Jinx,Weibo Gaming,1814,1,11,0,5,Ultra Prime
sup,Blitzcrank,Weibo Gaming,1814,1,0,1,15,Ultra Prime
team,,Ultra Prime,1814,0,7,20,15,Weibo Gaming
team,,Weibo Gaming,1814,1,20,8,47,Ultra Prime
top,K'Sante,Nongshim RedForce,2019,1,1,1,5,DN Freecs
jng,Xin Zhao,Nongshim RedForce,2019,1,6,2,5,DN Freecs
mid,Viktor,Nongshim RedForce,2019,1,2,7,7,DN Freecs
bot,Xayah,Nongshim RedForce,2019,1,4,2,5,DN Freecs
sup,Rakan,Nongshim RedForce,2019,1,0,2,11,DN Freecs
top,Aurora,DN Freecs,2019,0,3,1,6,Nongshim RedForce
jng,Nocturne,DN Freecs,2019,0,1,2,9,Nongshim RedForce
mid,Orianna,DN Freecs,2019,0,4,3,9,Nongshim RedForce
bot,Kai'Sa,DN Freecs,2019,0,6,3,4,Nongshim RedForce
sup,Rell,DN Freecs,2019,0,0,4,9,Nongshim RedForce
team,,Nongshim RedForce,2019,1,13,14,33,DN Freecs
team,,DN Freecs,2019,0,14,13,37,Nongshim RedForce
top,Jax,DN Freecs,2073,1,6,1,4,Nongshim RedForce
jng,Ivern,DN Freecs,2073,1,0,2,19,Nongshim RedForce
mid,Smolder,DN Freecs,2073,1,8,2,7,Nongshim RedForce
bot,Ashe,DN Freecs,2073,1,4,1,12,Nongshim RedForce
sup,Braum,DN Freecs,2073,1,1,4,16,Nongshim RedForce
top,Sion,Nongshim RedForce,2073,0,3,4,4,DN Freecs
jng,Nidalee,Nongshim RedForce,2073,0,2,6,6,DN Freecs
mid,Corki,Nongshim RedForce,2073,0,1,0,6,DN Freecs
bot,Ezreal,Nongshim RedForce,2073,0,3,2,5,DN Freecs
sup,Blitzcrank,Nongshim RedForce,2073,0,1,7,5,DN Freecs
team,,DN Freecs,2073,1,19,10,58,Nongshim RedForce
team,,Nongshim RedForce,2073,0,10,19,26,DN Freecs
top,Cho'Gath,Los Ratones,1592,1,3,6,6,NORD Esports
jng,Jarvan IV,Los Ratones,1592,1,0,1,17,NORD Esports
mid,Galio,Los Ratones,1592,1,2,0,14,NORD Esports
bot,Corki,Los Ratones,1592,1,12,0,5,NORD Esports
sup,Rell,Los Ratones,1592,1,3,0,16,NORD Esports
top,K'Sante,NORD Esports,1592,0,3,4,1,Los Ratones
jng,Vi,NORD Esports,1592,0,2,4,4,Los Ratones
mid,Viktor,NORD Esports,1592,0,0,3,2,Los Ratones
bot,Varus,NORD Esports,1592,0,2,4,2,Los Ratones
sup,Alistar,NORD Esports,1592,0,0,5,4,Los Ratones
team,,Los Ratones,1592,1,20,7,58,NORD Esports
team,,NORD Esports,1592,0,7,20,13,Los Ratones
top,K'Sante,GIANTX Pride,1910,0,1,5,1,LUA Gaming
jng,Wukong,GIANTX Pride,1910,0,2,3,2,LUA Gaming
mid,Viktor,GIANTX Pride,1910,0,2,3,3,LUA Gaming
bot,Ezreal,GIANTX Pride,1910,0,3,2,1,LUA Gaming
sup,Leona,GIANTX Pride,1910,0,0,5,4,LUA Gaming
top,Maokai,LUA Gaming,1910,1,1,1,10,GIANTX Pride
jng,Vi,LUA Gaming,1910,1,5,2,9,GIANTX Pride
mid,Taliyah,LUA Gaming,1910,1,3,2,11,GIANTX Pride
bot,Varus,LUA Gaming,1910,1,7,1,11,GIANTX Pride
sup,Braum,LUA Gaming,1910,1,2,2,14,GIANTX Pride
team,,GIANTX Pride,1910,0,8,18,11,LUA Gaming
team,,LUA Gaming,1910,1,18,8,55,GIANTX Pride
top,Rumble,UCAM Esports,1975,0,3,3,1,Ramboot Club
jng,Nocturne,UCAM Esports,1975,0,1,4,3,Ramboot Club
mid,Azir,UCAM Esports,1975,0,1,5,3,Ramboot Club
bot,Corki,UCAM Esports,1975,0,1,2,2,Ramboot Club
sup,Rell,UCAM Esports,1975,0,0,6,3,Ramboot Club
top,Galio,Ramboot Club,1975,1,1,2,12,UCAM Esports
jng,Wukong,Ramboot Club,1975,1,7,2,8,UCAM Esports
mid,Orianna,Ramboot Club,1975,1,7,1,9,UCAM Esports
bot,Varus,Ramboot Club,1975,1,4,1,8,UCAM Esports
sup,Rakan,Ramboot Club,1975,1,1,0,16,UCAM Esports
team,,UCAM Esports,1975,0,6,20,12,Ramboot Club
team,,Ramboot Club,1975,1,20,6,53,UCAM Esports
top,K'Sante,Bulldog Esports,2275,0,3,5,6,Verdant
jng,Wukong,Bulldog Esports,2275,0,5,5,7,Verdant
mid,Viktor,Bulldog Esports,2275,0,3,6,5,Verdant
bot,Ezreal,Bulldog Esports,2275,0,4,6,5,Verdant
sup,Braum,Bulldog Esports,2275,0,0,3,10,Verdant
mid,Xerath,Verdant,2275,1,4,2,11,Bulldog Esports
jng,Vi,Verdant,2275,1,6,3,7,Bulldog Esports
top,Jayce,Verdant,2275,1,2,2,12,Bulldog Esports
bot,Varus,Verdant,2275,1,11,2,7,Bulldog Esports
sup,Karma,Verdant,2275,1,2,6,13,Bulldog Esports
team,,Bulldog Esports,2275,0,15,25,33,Verdant
team,,Verdant,2275,1,25,15,50,Bulldog Esports
top,Rumble,Movistar KOI Fénix,1566,1,4,3,11,Guasones
jng,Sejuani,Movistar KOI Fénix,1566,1,4,3,12,Guasones
mid,Yone,Movistar KOI Fénix,1566,1,5,2,8,Guasones
bot,Kalista,Movistar KOI Fénix,1566,1,3,0,6,Guasones
sup,Renata Glasc,Movistar KOI Fénix,1566,1,2,2,13,Guasones
top,Maokai,Guasones,1566,0,0,5,5,Movistar KOI Fénix
jng,Nocturne,Guasones,1566,0,4,2,3,Movistar KOI Fénix
mid,Akali,Guasones,1566,0,2,3,3,Movistar KOI Fénix
bot,Ashe,Guasones,1566,0,2,4,4,Movistar KOI Fénix
sup,Seraphine,Guasones,1566,0,2,4,5,Movistar KOI Fénix
team,,Movistar KOI Fénix,1566,1,18,10,50,Guasones
team,,Guasones,1566,0,10,18,20,Movistar KOI Fénix
top,K'Sante,Lundqvist Lightside,1585,0,3,5,0,Los Ratones
jng,Wukong,Lundqvist Lightside,1585,0,0,4,3,Los Ratones
mid,Ryze,Lundqvist Lightside,1585,0,2,4,4,Los Ratones
bot,Xayah,Lundqvist Lightside,1585,0,4,5,1,Los Ratones
sup,Nautilus,Lundqvist Lightside,1585,0,0,7,7,Los Ratones
top,Poppy,Los Ratones,1585,1,1,4,5,Lundqvist Lightside
jng,Viego,Los Ratones,1585,1,10,1,12,Lundqvist Lightside
mid,Galio,Los Ratones,1585,1,3,1,16,Lundqvist Lightside
bot,Ezreal,Los Ratones,1585,1,10,1,8,Lundqvist Lightside
sup,Alistar,Los Ratones,1585,1,1,2,19,Lundqvist Lightside
team,,Lundqvist Lightside,1585,0,9,25,15,Los Ratones
team,,Los Ratones,1585,1,25,9,60,Lundqvist Lightside
top,K'Sante,Veni Vidi Vici,1197,0,2,2,0,Los Heretics
jng,Wukong,Veni Vidi Vici,1197,0,0,2,1,Los Heretics
mid,Orianna,Veni Vidi Vici,1197,0,0,3,1,Los Heretics
bot,Varus,Veni Vidi Vici,1197,0,0,3,1,Los Heretics
sup,Renata Glasc,Veni Vidi Vici,1197,0,0,1,2,Los Heretics
top,Camille,Los Heretics,1197,1,3,0,3,Veni Vidi Vici
jng,Nocturne,Los Heretics,1197,1,2,0,2,Veni Vidi Vici
mid,Sylas,Los Heretics,1197,1,1,2,7,Veni Vidi Vici
bot,Corki,Los Heretics,1197,1,3,0,5,Veni Vidi Vici
sup,Rakan,Los Heretics,1197,1,2,0,7,Veni Vidi Vici
team,,Veni Vidi Vici,1197,0,2,11,5,Los Heretics
team,,Los Heretics,1197,1,11,2,24,Veni Vidi Vici
top,Aurora,Verdant,1918,0,4,5,4,NORD Esports
jng,Sejuani,Verdant,1918,0,2,6,6,NORD Esports
mid,Yone,Verdant,1918,0,0,5,2,NORD Esports
bot,Miss Fortune,Verdant,1918,0,3,8,0,NORD Esports
sup,Nautilus,Verdant,1918,0,1,4,6,NORD Esports
top,Gnar,NORD Esports,1918,1,5,1,14,Verdant
jng,Vi,NORD Esports,1918,1,13,1,9,Verdant
mid,Cassiopeia,NORD Esports,1918,1,4,3,15,Verdant
bot,Ashe,NORD Esports,1918,1,6,2,11,Verdant
sup,Braum,NORD Esports,1918,1,0,3,20,Verdant
team,,Verdant,1918,0,10,28,18,NORD Esports
team,,NORD Esports,1918,1,28,10,69,Verdant
top,Maokai,Barça eSports,1317,1,2,0,11,ZETA
jng,Viego,Barça eSports,1317,1,4,0,7,ZETA
mid,Syndra,Barça eSports,1317,1,4,0,9,ZETA
bot,Miss Fortune,Barça eSports,1317,1,7,1,4,ZETA
sup,Rell,Barça eSports,1317,1,2,1,15,ZETA
top,Rumble,ZETA,1317,0,0,5,0,Barça eSports
jng,Ivern,ZETA,1317,0,0,2,2,Barça eSports
mid,Ezreal,ZETA,1317,0,1,4,1,Barça eSports
bot,Varus,ZETA,1317,0,1,4,0,Barça eSports
sup,Braum,ZETA,1317,0,0,4,2,Barça eSports
team,,Barça eSports,1317,1,19,2,46,ZETA
team,,ZETA,1317,0,2,19,5,Barça eSports
top,Rumble,Bulldog Esports,2130,1,3,6,16,Lundqvist Lightside
jng,Vi,Bulldog Esports,2130,1,2,2,21,Lundqvist Lightside
mid,Aurora,Bulldog Esports,2130,1,10,2,17,Lundqvist Lightside
bot,Kalista,Bulldog Esports,2130,1,15,2,13,Lundqvist Lightside
sup,Nautilus,Bulldog Esports,2130,1,1,3,27,Lundqvist Lightside
top,K'Sante,Lundqvist Lightside,2130,0,3,6,1,Bulldog Esports
jng,Volibear,Lundqvist Lightside,2130,0,6,7,5,Bulldog Esports
mid,Ryze,Lundqvist Lightside,2130,0,2,5,4,Bulldog Esports
bot,Ezreal,Lundqvist Lightside,2130,0,4,4,7,Bulldog Esports
sup,Rell,Lundqvist Lightside,2130,0,0,10,11,Bulldog Esports
team,,Bulldog Esports,2130,1,31,15,94,Lundqvist Lightside
team,,Lundqvist Lightside,2130,0,15,32,28,Bulldog Esports
top,Ambessa,DN Freecs Challengers,1786,1,6,1,9,OKSavingsBank BRION Challengers
jng,Vi,DN Freecs Challengers,1786,1,5,4,11,OKSavingsBank BRION Challengers
mid,Taliyah,DN Freecs Challengers,1786,1,8,2,11,OKSavingsBank BRION Challengers
bot,Corki,DN Freecs Challengers,1786,1,6,3,14,OKSavingsBank BRION Challengers
sup,Nautilus,DN Freecs Challengers,1786,1,1,2,19,OKSavingsBank BRION Challengers
top,Rumble,OKSavingsBank BRION Challengers,1786,0,1,5,5,DN Freecs Challengers
jng,Xin Zhao,OKSavingsBank BRION Challengers,1786,0,2,6,4,DN Freecs Challengers
mid,Yone,OKSavingsBank BRION Challengers,1786,0,3,5,4,DN Freecs Challengers
bot,Varus,OKSavingsBank BRION Challengers,1786,0,4,6,4,DN Freecs Challengers
sup,Rell,OKSavingsBank BRION Challengers,1786,0,1,4,7,DN Freecs Challengers
team,,DN Freecs Challengers,1786,1,26,12,64,OKSavingsBank BRION Challengers
team,,OKSavingsBank BRION Challengers,1786,0,11,26,24,DN Freecs Challengers
top,Rumble,DRX Challengers,1927,1,4,3,12,Nongshim Esports Academy
jng,Vi,DRX Challengers,1927,1,8,2,14,Nongshim Esports Academy
mid,Ahri,DRX Challengers,1927,1,7,1,23,Nongshim Esports Academy
bot,Varus,DRX Challengers,1927,1,11,3,15,Nongshim Esports Academy
sup,Rell,DRX Challengers,1927,1,4,3,26,Nongshim Esports Academy
top,Jayce,Nongshim Esports Academy,1927,0,3,10,7,DRX Challengers
jng,Sejuani,Nongshim Esports Academy,1927,0,2,8,7,DRX Challengers
mid,Corki,Nongshim Esports Academy,1927,0,2,5,4,DRX Challengers
bot,Ezreal,Nongshim Esports Academy,1927,0,4,3,4,DRX Challengers
sup,Braum,Nongshim Esports Academy,1927,0,1,8,6,DRX Challengers
team,,DRX Challengers,1927,1,34,12,90,Nongshim Esports Academy
team,,Nongshim Esports Academy,1927,0,12,34,28,DRX Challengers
top,Jax,KT Rolster Challengers,2457,1,5,2,8,Hanwha Life Esports Challengers
jng,Sejuani,KT Rolster Challengers,2457,1,4,6,15,Hanwha Life Esports Challengers
mid,Azir,KT Rolster Challengers,2457,1,2,5,5,Hanwha Life Esports Challengers
bot,Kalista,KT Rolster Challengers,2457,1,8,7,5,Hanwha Life Esports Challengers
sup,Leona,KT Rolster Challengers,2457,1,1,5,11,Hanwha Life Esports Challengers
top,Rumble,Hanwha Life Esports Challengers,2457,0,8,4,12,KT Rolster Challengers
jng,Vi,Hanwha Life Esports Challengers,2457,0,7,3,10,KT Rolster Challengers
mid,Yone,Hanwha Life Esports Challengers,2457,0,1,5,12,KT Rolster Challengers
bot,Varus,Hanwha Life Esports Challengers,2457,0,8,3,13,KT Rolster Challengers
sup,Braum,Hanwha Life Esports Challengers,2457,0,1,5,20,KT Rolster Challengers
team,,KT Rolster Challengers,2457,1,20,25,44,Hanwha Life Esports Challengers
team,,Hanwha Life Esports Challengers,2457,0,25,20,67,KT Rolster Challengers
top,Renekton,OKSavingsBank BRION Challengers,1652,0,0,5,3,DN Freecs Challengers
jng,Viego,OKSavingsBank BRION Challengers,1652,0,5,3,2,DN Freecs Challengers
mid,Viktor,OKSavingsBank BRION Challengers,1652,0,3,6,5,DN Freecs Challengers
bot,Miss Fortune,OKSavingsBank BRION Challengers,1652,0,0,6,3,DN Freecs Challengers
sup,Leona,OKSavingsBank BRION Challengers,1652,0,0,4,5,DN Freecs Challengers
top,K'Sante,DN Freecs Challengers,1652,1,5,1,13,OKSavingsBank BRION Challengers
jng,Nocturne,DN Freecs Challengers,1652,1,4,2,10,OKSavingsBank BRION Challengers
mid,Orianna,DN Freecs Challengers,1652,1,9,2,11,OKSavingsBank BRION Challengers
bot,Kai'Sa,DN Freecs Challengers,1652,1,5,1,10,OKSavingsBank BRION Challengers
sup,Rakan,DN Freecs Challengers,1652,1,1,2,17,OKSavingsBank BRION Challengers
team,,OKSavingsBank BRION Challengers,1652,0,8,24,18,DN Freecs Challengers
team,,DN Freecs Challengers,1652,1,24,8,61,OKSavingsBank BRION Challengers
top,Maokai,Nongshim Esports Academy,1797,0,0,2,4,DRX Challengers
jng,Viego,Nongshim Esports Academy,1797,0,1,3,1,DRX Challengers
mid,Azir,Nongshim Esports Academy,1797,0,1,3,1,DRX Challengers
bot,Ashe,Nongshim Esports Academy,1797,0,2,3,3,DRX Challengers
sup,Renata Glasc,Nongshim Esports Academy,1797,0,1,4,4,DRX Challengers
top,K'Sante,DRX Challengers,1797,1,0,1,6,Nongshim Esports Academy
jng,Xin Zhao,DRX Challengers,1797,1,4,1,10,Nongshim Esports Academy
mid,Sylas,DRX Challengers,1797,1,5,0,6,Nongshim Esports Academy
bot,Jhin,DRX Challengers,1797,1,5,1,7,Nongshim Esports Academy
sup,Pyke,DRX Challengers,1797,1,1,2,9,Nongshim Esports Academy
team,,Nongshim Esports Academy,1797,0,5,15,13,DRX Challengers
team,,DRX Challengers,1797,1,15,5,38,Nongshim Esports Academy
top,K'Sante,Hanwha Life Esports Challengers,2017,0,6,3,7,KT Rolster Challengers
jng,Lee Sin,Hanwha Life Esports Challengers,2017,0,5,7,6,KT Rolster Challengers
mid,Aurora,Hanwha Life Esports Challengers,2017,0,2,7,4,KT Rolster Challengers
bot,Ezreal,Hanwha Life Esports Challengers,2017,0,0,4,4,KT Rolster Challengers
sup,Rell,Hanwha Life Esports Challengers,2017,0,0,10,6,KT Rolster Challengers
top,Ambessa,KT Rolster Challengers,2017,1,6,2,10,Hanwha Life Esports Challengers
jng,Xin Zhao,KT Rolster Challengers,2017,1,7,4,13,Hanwha Life Esports Challengers
mid,Orianna,KT Rolster Challengers,2017,1,7,3,20,Hanwha Life Esports Challengers
bot,Corki,KT Rolster Challengers,2017,1,10,0,9,Hanwha Life Esports Challengers
sup,Rakan,KT Rolster Challengers,2017,1,1,4,27,Hanwha Life Esports Challengers
team,,Hanwha Life Esports Challengers,2017,0,13,31,27,KT Rolster Challengers
team,,KT Rolster Challengers,2017,1,31,13,79,Hanwha Life Esports Challengers
top,Rumble,BNK FEARX,1914,0,1,6,3,KT Rolster
jng,Maokai,BNK FEARX,1914,0,1,7,3,KT Rolster
mid,Corki,BNK FEARX,1914,0,2,4,1,KT Rolster
bot,Kai'Sa,BNK FEARX,1914,0,2,3,2,KT Rolster
sup,Leona,BNK FEARX,1914,0,1,7,4,KT Rolster
top,Renekton,KT Rolster,1914,1,6,0,10,BNK FEARX
jng,Zyra,KT Rolster,1914,1,7,4,9,BNK FEARX
mid,Yone,KT Rolster,1914,1,8,1,6,BNK FEARX
bot,Ashe,KT Rolster,1914,1,5,1,12,BNK FEARX
sup,Braum,KT Rolster,1914,1,1,1,24,BNK FEARX
team,,BNK FEARX,1914,0,7,27,13,KT Rolster
team,,KT Rolster,1914,1,27,7,61,BNK FEARX
top,K'Sante,BNK FEARX,1659,1,7,1,14,KT Rolster
jng,Wukong,BNK FEARX,1659,1,7,2,12,KT Rolster
mid,Taliyah,BNK FEARX,1659,1,1,1,18,KT Rolster
bot,Zeri,BNK FEARX,1659,1,11,1,9,KT Rolster
sup,Rell,BNK FEARX,1659,1,1,3,16,KT Rolster
top,Jayce,KT Rolster,1659,0,0,5,1,BNK FEARX
jng,Xin Zhao,KT Rolster,1659,0,2,6,4,BNK FEARX
mid,Viktor,KT Rolster,1659,0,1,7,6,BNK FEARX
bot,Caitlyn,KT Rolster,1659,0,3,5,1,BNK FEARX
sup,Poppy,KT Rolster,1659,0,2,4,3,BNK FEARX
team,,BNK FEARX,1659,1,27,8,69,KT Rolster
team,,KT Rolster,1659,0,8,27,15,BNK FEARX
top,K'Sante,LGD Gaming,2009,0,2,3,3,Anyone's Legend
jng,Lee Sin,LGD Gaming,2009,0,3,5,7,Anyone's Legend
mid,Aurora,LGD Gaming,2009,0,7,4,5,Anyone's Legend
